Company,Location HQ,Industry,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,AI,# Laid Off,_source,_scraped_at
Eventus,['Austin'],Finance,0.33,2023-05-05T00:00:00.000Z,https://www.thetradenews.com/eventus-cuts-staff-numbers-amid-challenging-funding-environment/,45.0,Series B,2023-05-08T15:18:06.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Shopify,"['Ottawa', 'Non-U.S.']",Retail,0.2,2023-05-04T00:00:00.000Z,https://www.cbc.ca/news/business/shopify-layoffs-1.6831842,122.0,Post-IPO,2023-05-04T15:05:30.000Z,Canada,,2300.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Sabre,['Dallas'],Travel,0.15,2023-05-04T00:00:00.000Z,https://skift.com/2023/05/04/sabre-is-cutting-15-percent-of-its-workforce-roughly-1100-jobs/,1700.0,Post-IPO,2023-05-05T12:26:14.000Z,United States,,1100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Scribe Media,['Austin'],Marketing,1.0,2023-05-04T00:00:00.000Z,https://www.bizjournals.com/austin/inno/stories/news/2023/05/30/scribe-media-shuts-down-and-lays-off-90-employees.html,,Unknown,2023-05-31T19:56:29.000Z,United States,,90.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Autograph,['Los Angeles'],Crypto,0.33,2023-05-04T00:00:00.000Z,https://www.businessinsider.com/tom-bradys-nft-startup-autograph-layoffs-crypto-2023-5?IR=T,205.0,Series B,2023-05-05T20:39:28.000Z,United States,,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Earnix,"['Tel Aviv', 'Non-U.S.']",Finance,0.1,2023-05-04T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hymylgzvh,100.0,Unknown,2023-05-04T15:13:27.000Z,Israel,,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Karma,"['Tel Aviv', 'Non-U.S.']",Retail,0.28,2023-05-04T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/bj11xzuw43,34.0,Series A,2023-05-05T23:40:13.000Z,Israel,,20.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Glassbox,"['London', 'Non-U.S.']",Data,0.14,2023-05-04T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/s1zmauznn,70.0,Series C,2023-05-05T23:39:20.000Z,United Kingdom,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Unity,['SF Bay Area'],Other,0.08,2023-05-03T00:00:00.000Z,https://www.wsj.com/articles/unity-conducts-its-third-and-largest-round-of-layoffs-in-a-year-48fdafe1,1300.0,Post-IPO,2023-05-03T14:41:15.000Z,United States,,600.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Upwork,['SF Bay Area'],Other,0.15,2023-05-03T00:00:00.000Z,https://www.upwork.com/press/releases/a-message-from-our-ceo,168.0,Post-IPO,2023-05-03T22:17:19.000Z,United States,,137.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Cars24,"['Jakarta', 'Non-U.S.']",Transportation,,2023-05-03T00:00:00.000Z,https://inc42.com/buzz/cars24-shuts-shop-in-indonesia-saudi-arabia-to-focus-on-india-ops/?utm_source=ActiveCampaign&utm_medium=email&utm_content=Profit++Karo++On+Paytm+s+Mind%21+%7C+Two+Bengaluru+Unicorns+Cut+Jobs+%7C+Tim+Cook+s+%E2%9D%A4%EF%B8%8F+For+India&utm_campaign=Morning+Newsletter+-+New+Template+06+May&vgo_ee=vZ%2BZfbikRuPiTdEJPl5%2BEYyCJFrocn5no%2Bm25FjbMJUy9Zuq7w%3D%3D%3AAqF8bsXWMtjx1ZHWtxqmJxDrH43MqNRa,1300.0,Series G,2023-05-07T00:39:21.000Z,Indonesia,,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Brightcove,['Boston'],Marketing,0.1,2023-05-03T00:00:00.000Z,https://www.bizjournals.com/boston/news/2023/05/03/brightcove-cuts-across-organization.html,145.0,Post-IPO,2023-05-04T15:12:17.000Z,United States,,70.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Healthy.io,"['Tel Aviv', 'Non-U.S.']",Healthcare,0.33,2023-05-03T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/b11800cknh,185.0,Series D,2023-05-03T23:47:00.000Z,Israel,,70.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Zymergen,['SF Bay Area'],Other,,2023-05-03T00:00:00.000Z,https://www.biospace.com/article/biospace-layoff-tracker-2023-athenex-shutters-facility-cuts-staff/,974.0,Acquired,2023-05-05T20:40:15.000Z,United States,,27.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
TheSkimm,['New York City'],Media,0.13,2023-05-03T00:00:00.000Z,https://www.businessinsider.com/newsletter-publisher-theskimm-laid-off-13-percent-second-round-2023-2023-5,28.0,Series C,2023-05-08T15:20:34.000Z,United States,,22.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Brightline,['SF Bay Area'],Healthcare,0.2,2023-05-03T00:00:00.000Z,https://www.beckershospitalreview.com/digital-health/digital-health-startup-brightline-lays-off-20-of-staff-again.html,212.0,Series C,2023-05-03T23:47:58.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Bishop Fox,['Phoenix'],Security,0.13,2023-05-02T00:00:00.000Z,https://techcrunch.com/2023/05/03/bishop-fox-lays-off-employees-days-after-throwing-conference-party/,146.0,Series B,2023-05-03T23:42:35.000Z,United States,,50.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Zoomo,"['Sydney', 'Non-U.S.']",Transportation,0.08,2023-05-02T00:00:00.000Z,https://www.businessnewsaustralia.com/articles/sydney-e-bike-provider-zoomo-cuts-8-per-cent-of-its-workforce.html,105.0,Series B,2023-05-02T16:26:35.000Z,Australia,,27.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Vallai,"['Paris', 'Non-U.S.']",Data,1.0,2023-05-02T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:7059041318760501250/,,Seed,2023-05-04T15:11:26.000Z,France,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
SAS,['Raleigh'],Data,,2023-05-01T00:00:00.000Z,https://wraltechwire.com/2023/05/01/sas-to-close-some-international-offices-making-selective-hires-in-prepping-for-stock-offering/,,Unknown,2023-07-05T00:16:58.000Z,United States,,250.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Lev,['New York City'],Real Estate,,2023-05-01T00:00:00.000Z,https://therealdeal.com/new-york/2023/05/01/cre-finance-platform-lev-lays-off-more-staff/,114.0,Series B,2023-05-01T23:51:06.000Z,United States,,34.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
PharmEasy,"['Mumbai', 'Non-U.S.']",Healthcare,,2023-05-01T00:00:00.000Z,https://www.dealstreetasia.com/stories/pharmeasy-layoffs-341548,1600.0,Unknown,2023-05-02T16:23:27.000Z,India,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Vah Vah!,"['Bengaluru', 'Non-U.S.']",Education,,2023-04-30T00:00:00.000Z,https://inc42.com/features/how-former-zynga-india-head-silently-shut-his-startup-after-slashing-150-jobs/,2.0,Seed,2023-07-19T16:37:06.000Z,India,,150.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Cogito,"['New Delhi', 'Non-U.S.']",Data,,2023-04-29T00:00:00.000Z,https://inc42.com/buzz/protests-erupt-data-startup-cogito-fires-177-indian-employees/,,Unknown,2023-05-01T14:36:18.000Z,India,,177.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Cue Health,['San Diego'],Healthcare,0.3,2023-04-28T00:00:00.000Z,https://www.sec.gov/Archives/edgar/data/1628945/000162894523000085/hlth-20230428.htm,899.0,Post-IPO,2023-05-01T23:57:54.000Z,United States,,326.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
N26,"['Berlin', 'Non-U.S.']",Finance,0.04,2023-04-28T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/fintech/folgen-der-krise-n26-entlaesst-mitarbeiter/,1700.0,Series E,2023-04-28T04:43:46.000Z,Germany,,71.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Embark Vet,['Boston'],Healthcare,,2023-04-28T00:00:00.000Z,https://docs.google.com/spreadsheets/d/12HLkzExDs4cXgF8FGl8M6D3Zilpr4iWMJHVGfGy4szk/edit#gid=113211201,94.0,Series B,2023-05-10T14:56:08.000Z,United States,,28.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Poparazzi,['Los Angeles'],Consumer,1.0,2023-04-28T00:00:00.000Z,https://techcrunch.com/2023/05/01/once-hot-photo-sharing-social-app-poparazzi-is-shutting-down/,15.0,Series A,2023-05-03T14:44:12.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Providoor,"['Melbourne', 'Non-U.S.']",Food,1.0,2023-04-28T00:00:00.000Z,https://www.afr.com/technology/celebrity-chef-s-tech-firm-providoor-collapses-20230428-p5d430,,Unknown,2023-04-29T03:11:08.000Z,Australia,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Dropbox,['SF Bay Area'],Other,0.16,2023-04-27T00:00:00.000Z,https://blog.dropbox.com/topics/company/a-message-from-drew,1700.0,Post-IPO,2023-04-27T14:35:46.000Z,United States,,500.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Alteryx,['Los Angeles'],Data,0.11,2023-04-27T00:00:00.000Z,https://siliconangle.com/2023/04/27/alteryx-delivers-mixed-earnings-results-plans-cut-11-staff/,613.0,Post-IPO,2023-04-28T04:52:03.000Z,United States,,320.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Vroom,['New York City'],Transportation,0.11,2023-04-27T00:00:00.000Z,https://www.hrkatha.com/news/layoff/vroom-to-let-go-11-workforce/,1300.0,Post-IPO,2023-04-28T04:47:16.000Z,United States,,120.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Greenhouse,['New York City'],Recruiting,0.12,2023-04-27T00:00:00.000Z,https://www.greenhouse.com/blog/navigating-market-uncertainty,110.0,Private Equity,2023-04-27T16:17:33.000Z,United States,,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rebellion Defense,['Washington D.C.'],Data,,2023-04-27T00:00:00.000Z,https://blog.rebelliondefense.com/a-difficult-decision-for-rebellion-5fe0fbc927e4,150.0,Series B,2023-04-29T03:13:47.000Z,United States,,90.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Poppulo,['Denver'],HR,,2023-04-27T00:00:00.000Z,https://www.rte.ie/news/business/2023/0427/1379567-poppulo-to-lay-off-21-staff-in-ireland-to-cut-costs/,30.0,Acquired,2023-04-29T03:12:11.000Z,United States,,85.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Megaport,"['Brisbane', 'Non-U.S.']",Infrastructure,0.16,2023-04-27T00:00:00.000Z,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-02659300-2A1446019?access_token=83ff96335c2d45a094df02a206a39ff4,98.0,Post-IPO,2023-04-29T03:10:01.000Z,Australia,,50.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Airtasker,"['Sydney', 'Non-U.S.']",Retail,0.2,2023-04-27T00:00:00.000Z,https://www.businessnewsaustralia.com/articles/airtasker-makes-20pc-of-employees-redundant.html,26.0,Series C,2023-04-28T04:55:48.000Z,Australia,,45.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Chief,['New York City'],Other,0.14,2023-04-27T00:00:00.000Z,https://techcrunch.com/2023/04/27/chief-a-professional-network-for-women-leaders-cuts-staff-amid-restructuring-effort/,140.0,Series B,2023-04-27T19:10:57.000Z,United States,,43.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Tickertape,"['Bengaluru', 'Non-U.S.']",Finance,0.29,2023-04-27T00:00:00.000Z,https://entrackr.com/2023/04/smallcase-backed-tickertape-layoff-30-workforce/,5.0,Seed,2023-04-28T04:45:34.000Z,India,,29.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Clubhouse,['SF Bay Area'],Consumer,0.5,2023-04-27T00:00:00.000Z,https://blog.clubhouse.com/april-27-2023/,110.0,Series C,2023-04-27T20:17:05.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Oddle,"['Singapore', 'Non-U.S.']",Food,0.25,2023-04-27T00:00:00.000Z,https://www.techinasia.com/fb-startup-oddle-cuts-25-staff-profitability-push,9.0,Series B,2023-04-29T03:41:09.000Z,Singapore,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rad Power Bikes,['Seattle'],Transportation,,2023-04-27T00:00:00.000Z,https://www.bicycleretailer.com/industry-news/2023/04/27/rad-power-bikes-has-more-layoffs,329.0,Series D,2024-08-01T19:07:30.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Extramarks,"['Noida', 'Non-U.S.']",Education,,2023-04-26T00:00:00.000Z,https://inc42.com/buzz/exclusive-reliance-backed-edtech-startup-extramarks-fires-over-300-employees-to-shut-b2c-biz/,,Unknown,2023-04-26T22:04:41.000Z,India,,300.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Teampay,['New York City'],Finance,0.33,2023-04-26T00:00:00.000Z,https://www.axios.com/pro/fintech-deals/2023/04/26/corporate-card-teampay-layoffs-30-percent,79.0,Series B,2023-04-28T04:39:43.000Z,United States,,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
RenoRun,"['Montreal', 'Non-U.S.']",Construction,1.0,2023-04-26T00:00:00.000Z,https://betakit.com/renorun-shuts-down-operations-as-it-pursues-sale-of-assets/,163.0,Series B,2023-05-02T18:08:16.000Z,Canada,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Skill Lync,"['Chennai', 'Non-U.S.']",Education,,2023-04-25T00:00:00.000Z,https://inc42.com/buzz/exclusive-iron-pillar-backed-edtech-startup-skill-lync-fires-over-400-employees/,17.0,Series A,2023-04-25T13:56:44.000Z,India,,400.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rapid,['SF Bay Area'],Finance,0.5,2023-04-25T00:00:00.000Z,https://techcrunch.com/2023/04/25/rapidapi-valued-at-1-billion-last-year-cuts-staff-by-50/,272.0,Series D,2023-04-25T18:47:35.000Z,United States,,115.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Rapid,['SF Bay Area'],Finance,0.3,2023-04-25T00:00:00.000Z,https://techcrunch.com/2023/05/05/rapidapi-headcount-down-82-from-fresh-layoffs-less-than-two-weeks-after-cutting-50-of-staff/,272.0,Series D,2023-05-05T20:46:56.000Z,United States,,70.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Flink,"['Berlin', 'Non-U.S.']",Food,0.4,2023-04-24T00:00:00.000Z,https://www.manager-magazin.de/unternehmen/tech/flink-lieferdienst-hat-still-und-leise-8000-jobs-abgeschafft-a-caa29cb9-82b5-4d1e-83ca-a29efaccd25d,1000.0,Series B,2023-04-25T13:58:38.000Z,Germany,,8000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Red Hat,['Raleigh'],Other,0.04,2023-04-24T00:00:00.000Z,https://abc11.com/jobs-red-hat-careers-layoffs-raleigh-nc/13180340/,,Acquired,2023-04-24T15:39:24.000Z,United States,,760.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
BigPanda,['SF Bay Area'],Infrastructure,0.13,2023-04-24T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hjmakgn73,337.0,Series E,2023-04-25T13:55:53.000Z,United States,,40.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Lyft,['SF Bay Area'],Transportation,0.26,2023-04-21T00:00:00.000Z,https://www.cnbc.com/2023/04/27/lyft-layoffs-company-to-cut-1072-employees-or-26percent-of-its-workforce.html,4900.0,Post-IPO,2023-04-21T16:30:44.000Z,United States,,1072.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Benchling,['SF Bay Area'],Other,0.09,2023-04-21T00:00:00.000Z,https://www.reuters.com/technology/life-sciences-software-startup-benchling-lays-off-9-workforce-2023-04-21/,411.0,Series F,2023-04-22T03:37:53.000Z,United States,,74.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Pluralsight,['Salt Lake City'],Education,,2023-04-21T00:00:00.000Z,https://www.sltrib.com/news/2023/04/21/utah-tech-company-pluralsight-lays/,192.0,Acquired,2023-04-23T22:31:27.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
BuzzFeed,['New York City'],Media,0.15,2023-04-20T00:00:00.000Z,https://variety.com/2023/digital/news/buzzfeed-news-shutting-down-layoffs-1235589751/,696.0,Post-IPO,2023-04-20T20:20:35.000Z,United States,,180.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Koo,"['Bengaluru', 'Non-U.S.']",Consumer,0.3,2023-04-20T00:00:00.000Z,https://economictimes.indiatimes.com/tech/startups/twitters-rival-koo-fires-30-staff-on-funding-crunch/articleshow/99632488.cms,50.0,Series B,2023-04-20T15:44:14.000Z,India,,78.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Open,"['Bengaluru', 'Non-U.S.']",Finance,,2023-04-20T00:00:00.000Z,https://entrackr.com/2023/04/exclusive-neobank-open-lays-off-around-50-employees/,190.0,Series D,2023-04-20T15:56:57.000Z,India,,47.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Gloat,['New York City'],HR,0.12,2023-04-20T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/ry8dgb1x3,192.0,Series D,2023-04-21T15:36:22.000Z,United States,,35.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Insider,['New York City'],Media,0.1,2023-04-20T00:00:00.000Z,https://www.thedailybeast.com/insider-to-lay-off-10-percent-of-staffers-company-says,,Unknown,2023-04-20T15:58:48.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Iress,"['Melbourne', 'Non-U.S.']",Finance,0.1,2023-04-20T00:00:00.000Z,https://www.moneymanagement.com.au/news/people-products/iress-announces-management-restructure-and-job-cuts,,Unknown,2023-09-24T17:49:13.000Z,Australia,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Lenovo,['Raleigh'],Hardware,,2023-04-20T00:00:00.000Z,https://www.channelweb.co.uk/news/4112502/lenovo-layoffs-confirmed-response-pc-downturn-report,850.0,Post-IPO,2023-04-20T15:59:50.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
F5,['Seattle'],Security,0.09,2023-04-19T00:00:00.000Z,https://www.reuters.com/technology/software-firm-f5-layoff-9-staff-trims-fiscal-revenue-guidance-2023-04-19/,,Post-IPO,2023-04-20T15:56:32.000Z,United States,,623.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
WalkMe,['SF Bay Area'],Other,0.1,2023-04-19T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/byc3z4pgn,307.0,Post-IPO,2023-04-19T15:39:22.000Z,United States,,112.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Opendoor,['SF Bay Area'],Real Estate,0.22,2023-04-18T00:00:00.000Z,https://www.inman.com/2023/04/18/opendoor-lays-off-22-of-its-workforce-in-latest-round-of-cuts/,1900.0,Post-IPO,2023-04-18T17:55:14.000Z,United States,,560.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Noon,"['Riyadh', 'Non-U.S.']",Retail,0.1,2023-04-18T00:00:00.000Z,https://www.bloomberg.com/news/articles/2023-04-18/amazon-s-middle-east-rival-noon-cuts-10-of-jobs-to-pare-costs?leadSource=uverify%20wall,,Unknown,2023-04-19T00:23:39.000Z,Saudi Arabia,,340.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Culture Amp,"['Melbourne', 'Non-U.S.']",HR,0.09,2023-04-18T00:00:00.000Z,https://www.startupdaily.net/topic/business/hr-unicorn-culture-amp-is-the-latest-tech-company-to-shed-jobs-cutting-90-roles/,257.0,Series F,2023-04-19T00:21:55.000Z,Australia,,90.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
TRM Labs,['SF Bay Area'],Crypto,0.09,2023-04-18T00:00:00.000Z,https://blockworks.co/news/crypto-hiring-custodian-copper,149.0,Series B,2023-05-05T03:06:30.000Z,United States,,16.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
CoLab,"['Sydney', 'Non-U.S.']",Food,1.0,2023-04-18T00:00:00.000Z,https://7news.com.au/lifestyle/food/australian-food-delivery-service-colab-announces-it-will-close-its-doors--c-10319763,3.0,Seed,2023-04-20T15:57:59.000Z,Australia,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Ten Square Games,"['Wrocław', 'Non-U.S.']",Consumer,0.25,2023-04-17T00:00:00.000Z,https://economictimes.indiatimes.com/tech/technology/ten-square-games-to-lay-off-25-of-staff-suspend-two-major-projects/articleshow/99558794.cms,,Seed,2023-04-18T04:44:03.000Z,Poland,,120.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Clearcover,['Chicago'],Finance,0.15,2023-04-17T00:00:00.000Z,https://coverager.com/layoffs-at-clearcover/,304.0,Series D,2023-04-25T22:57:09.000Z,United States,,81.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Paper,"['Montreal', 'Non-U.S.']",Education,0.03,2023-04-17T00:00:00.000Z,https://paper.co/inside-paper/a-message-from-papers-ceo-and-founder-philip-cutler,389.0,Series D,2023-05-17T21:20:16.000Z,Canada,,81.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Ynsect,"['Paris', 'Non-U.S.']",Food,0.25,2023-04-17T00:00:00.000Z,https://pitchbook.com/news/articles/agtech-ynsect-funding-layoffs,579.0,Series D,2023-04-18T04:45:17.000Z,France,,17.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
FamPay,"['Bengaluru', 'Non-U.S.']",Finance,,2023-04-17T00:00:00.000Z,https://entrackr.com/2023/04/exclusive-fampay-lays-off-staff-sees-top-level-exits/,42.0,Series A,2023-04-17T15:21:36.000Z,India,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Kumu,"['Manila', 'Non-U.S.']",Media,,2023-04-17T00:00:00.000Z,https://www.techinasia.com/kumus-struggle-layoffs-departures-slash-workforce,94.0,Series C,2023-04-18T04:42:45.000Z,Philippines,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Utopia Music,"['Zug', 'Non-U.S.']",Other,0.15,2023-04-17T00:00:00.000Z,https://www.billboard.com/pro/utopia-music-layoffs-gloal-job-cuts-ceo-memo/,,Series B,2023-07-23T16:06:15.000Z,Switzerland,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Quadream,"['Tel Aviv', 'Non-U.S.']",Security,1.0,2023-04-16T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hy78kiym2,,Unknown,2023-04-17T00:59:34.000Z,Israel,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Drip Capital,['SF Bay Area'],Finance,0.2,2023-04-14T00:00:00.000Z,https://inc42.com/buzz/exclusive-trade-financing-startup-drip-capital-lays-off-20-employees/,85.0,Series C,2023-04-15T01:36:30.000Z,United States,,75.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Community Gaming,['New York City'],Crypto,0.17,2023-04-14T00:00:00.000Z,https://decrypt.co/136786/web3-startup-community-gaming-confirms-layoffs-amid-esports-downturn,18.0,Series A,2023-04-17T00:38:52.000Z,United States,,17.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Calibrate,['New York City'],Healthcare,0.18,2023-04-14T00:00:00.000Z,https://news.bloomberglaw.com/daily-labor-report/weight-loss-telehealth-startup-calibrate-health-cuts-18-of-jobs,127.0,Series B,2023-04-15T01:35:51.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
OpenClassrooms,"['Paris', 'Non-U.S.']",Education,0.25,2023-04-14T00:00:00.000Z,https://www.usine-digitale.fr/article/openclassrooms-reduit-ses-effectifs-d-un-quart.N2121446,150.0,Series C,2024-02-08T22:20:21.000Z,France,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Sayurbox,"['Jakarta', 'Non-U.S.']",Food,,2023-04-14T00:00:00.000Z,https://www.cnbcindonesia.com/tech/20230414134641-37-429990/sayurbox-phk-massal-karyawan-jelang-lebaran,139.0,Series C,2023-05-26T04:24:00.000Z,Indonesia,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Snyk,['Boston'],Security,,2023-04-13T00:00:00.000Z,https://snyk.io/blog/snyk-evolution-april-13/,849.0,Series F,2023-04-14T03:03:58.000Z,United States,,128.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Astronomer,['Cincinnati'],Data,0.4,2023-04-13T00:00:00.000Z,Internal memo,282.0,Series C,2023-04-15T01:38:02.000Z,United States,,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Bluepad,"['Bengaluru', 'Non-U.S.']",Media,1.0,2023-04-13T00:00:00.000Z,https://inc42.com/buzz/vernacular-content-platform-bluepad-shuts-down/,,Seed,2023-04-14T03:07:39.000Z,India,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
